IDKABKOT,mean,sd,ci_lower,ci_upper,rse_pct,mse,rmse
1271,0.0627444671782044,0.005225490756693612,0.05316239445515312,0.07362664106756707,8.328209628192994,2.730575364829037e-05,0.005225490756693612
1272,0.022973706702688453,0.003289460967791812,0.016695610947534384,0.029378637028770974,14.318372783121102,1.0820553458625846e-05,0.003289460967791812
1273,0.03658787591305977,0.0041102728650362595,0.029040031513241575,0.044473679676465504,11.233975087275093,1.6894343025053384e-05,0.0041102728650362595
1274,0.03734452741678316,0.004295738822552396,0.029273524308887147,0.046056946886929545,11.502994199417369,1.845337203158385e-05,0.004295738822552396
1275,0.04329020199736472,0.003426152931001361,0.03714465813047849,0.050487547628451965,7.9143842553793755,1.1738523906609219e-05,0.003426152931001361
1276,0.025393356295648383,0.003574451457611102,0.018442542740707658,0.03242109028301701,14.076325382098661,1.2776703222818133e-05,0.003574451457611102
1277,0.04059515891279018,0.004242378547050932,0.032229036213582994,0.04872987106337954,10.450454341525683,1.799777573647798e-05,0.004242378547050932
1278,0.013703857017594493,0.002291984943117218,0.009312115409995075,0.01827055303181944,16.725108414182372,5.253194979476036e-06,0.002291984943117218
1301,0.013134270752679254,0.0025634935319099553,0.008323311909593704,0.0182267404869868,19.51759317423108,6.571499088144177e-06,0.0025634935319099553
1302,0.03462679136307523,0.003485425275223761,0.02770173740915744,0.04142432291843719,10.065689421459057,1.2148189349168633e-05,0.003485425275223761
1303,0.03478143957219018,0.003773929170053527,0.027836935090329303,0.042409225984785,10.850411071170862,1.4242541380580902e-05,0.003773929170053527
1304,0.06346131762549258,0.005108230842439079,0.0535667993009899,0.0735565625822678,8.049361459187681,2.609402233964586e-05,0.005108230842439079
1305,0.059867449519278554,0.004861033393541388,0.0501620028162874,0.06903426182311569,8.11966006999519,2.36296456531245e-05,0.004861033393541388
1306,0.05211837050600214,0.004460474164241592,0.04388162193012501,0.06133723207579238,8.558353073851203,1.989582976986673e-05,0.004460474164241592
1307,0.016777416213076848,0.002352513868451342,0.01213844385185503,0.0212862480418467,14.021908013569567,5.5343215012558985e-06,0.002352513868451342
1308,0.027848028273511072,0.0035462110828326787,0.021333132063260322,0.03495640217525199,12.734154992961638,1.257561304400532e-05,0.0035462110828326787
1309,0.021361919879347283,0.0029458189070073384,0.015816384981617856,0.027187884875415774,13.790047540883055,8.67784903288191e-06,0.0029458189070073384
1310,0.02788842375643781,0.0035319661427889227,0.020902084708699444,0.0346706098974191,12.664631653747005,1.2474784833807262e-05,0.0035319661427889227
1311,0.057878105955883115,0.004860951887079233,0.047803676928462845,0.06695666005737509,8.398602212008171,2.3628853248499156e-05,0.004860951887079233
1312,0.026901146270936656,0.003294105126877525,0.020387232048507554,0.033139908567023146,12.245222168976479,1.0851128586920795e-05,0.003294105126877525
1371,0.06244533444529509,0.004414626694023102,0.054257145366409555,0.07163262801358763,7.06958611598199,1.948892884758134e-05,0.004414626694023102
1372,0.04160001493799324,0.004378075399280844,0.03302093639277042,0.05014120482466075,10.524215930707163,1.916754420178812e-05,0.004378075399280844
1373,0.040886205300138215,0.004559414043917287,0.03227254463497886,0.04986229752709392,11.15147275333442,2.078825642387019e-05,0.004559414043917287
1374,0.022044518125808373,0.0033509028510927256,0.015533982445528706,0.028438072985759597,15.20061736876749,1.1228549917461358e-05,0.0033509028510927256
1375,0.0528263181916356,0.0048875385491290975,0.04337479281907053,0.06226505168494636,9.252090087745277,2.3888033069222964e-05,0.0048875385491290975
1376,0.03147083353031572,0.003759158258932117,0.02441938457689028,0.03896929945835589,11.94489575660885,1.4131270815697545e-05,0.003759158258932117
1377,0.02374735193152258,0.0032496004701037646,0.017305302021305605,0.030064349168256406,13.68405403463195,1.0559903215298608e-05,0.0032496004701037646
1401,0.016618461219452887,0.0026660080224555544,0.011760112724441017,0.022095151026340847,16.04244813794694,7.107598775797376e-06,0.0026660080224555544
1402,0.02951165361008321,0.0033581138338704738,0.02314911703023368,0.03620045930557272,11.378941614857906,1.1276928521232253e-05,0.0033581138338704738
1403,0.02878830512618585,0.0031700427082681447,0.02278325506767306,0.03510501436114428,11.011564225032036,1.0049170772244034e-05,0.0031700427082681447
1404,0.014908961859163242,0.0023749982795641554,0.010406888964387304,0.0196511602549464,15.930004396009977,5.640616827932698e-06,0.0023749982795641554
