"IDKABKOT","NAMA_KAB","est_prop","rse_prop","n","y","proporsi_R704AK2","proporsi_R704BK2","proporsi_R704CK2","proporsi_R704DK2","proporsi_R704EK2","proporsi_R704FK2","proporsi_R704GK2","proporsi_R704HK2","proporsi_R704IK2","proporsi_R704JK2","proporsi_R704KK2","proporsi_R704LK2","proporsi_R704MK2","proporsi_R705A","proporsi_R705B","proporsi_R705C","proporsi_R705D","proporsi_R705E","proporsi_R706A1","proporsi_R706A2","proporsi_R706B","proporsi_R706C","proporsi_R706D","proporsi_R805A","proporsi_R805B","proporsi_R805C","proporsi_R805D","proporsi_R805E","proporsi_R805F","proporsi_R805G","proporsi_R805H","proporsi_R805I"
"1111","ACEH UTARA",0.0068921785185052,60.5561577346149,2496,14,0.00352112676056338,0,0.0211267605633803,0.0211267605633803,0.10093896713615,0.0328638497652582,0.0422535211267606,0.0211267605633803,0.184272300469484,0.107981220657277,0.194835680751174,0.0481220657276995,0.0586854460093897,1,0.994131455399061,0.0481220657276995,0.473004694835681,0.990610328638498,0.0387323943661972,0.0575117370892019,0.0269953051643192,0.605633802816901,0.47887323943662,0.330985915492958,0.353286384976526,0.287558685446009,0.28169014084507,0.504694835680751,0.426056338028169,0.352112676056338,0.0152582159624413,0.0492957746478873
"1112","ACEH BARAT DAYA",0.00113358853299955,70.9698228847974,2212,4,0.00657894736842105,0,0.0328947368421053,0.0526315789473684,0.203947368421053,0.0131578947368421,0.118421052631579,0,0.111842105263158,0.460526315789474,0.00657894736842105,0.125,0,1,1,0.0131578947368421,0.973684210526316,1,0.144736842105263,0.190789473684211,0.0789473684210526,0.809210526315789,0.914473684210526,0.414473684210526,0.480263157894737,0.375,0.342105263157895,0.723684210526316,0.703947368421053,0.460526315789474,0.0592105263157895,0.0657894736842105
"1113","GAYO LUES",0.0177207996024102,58.068819616047,1844,31,0.0135135135135135,0,0.0405405405405405,0.0405405405405405,0.216216216216216,0.027027027027027,0.0810810810810811,0.0135135135135135,0.0878378378378378,0.824324324324324,0.277027027027027,0.0810810810810811,0.0945945945945946,1,0.952702702702703,0.344594594594595,0.472972972972973,1,0.135135135135135,0.128378378378378,0.0608108108108108,0.959459459459459,0.621621621621622,0.256756756756757,0.398648648648649,0.277027027027027,0.182432432432432,0.425675675675676,0.378378378378378,0.418918918918919,0.0337837837837838,0.0405405405405405
"1114","ACEH TAMIANG",0.033991301377113,32.4483153929246,2210,60,0.00925925925925926,0,0.0324074074074074,0.037037037037037,0.148148148148148,0.0509259259259259,0.0972222222222222,0.00462962962962963,0.62962962962963,0.921296296296296,0,0.12037037037037,0.0833333333333333,1,1,0.324074074074074,0.861111111111111,1,0.115740740740741,0.138888888888889,0.0555555555555556,0.976851851851852,0.75,0.384259259259259,0.365740740740741,0.259259259259259,0.537037037037037,0.763888888888889,0.759259259259259,0.430555555555556,0.0138888888888889,0.087962962962963
"1115","NAGAN RAYA",0,NA,1836,0,0.0045045045045045,0.0045045045045045,0.0540540540540541,0.045045045045045,0.234234234234234,0.0315315315315315,0.0765765765765766,0.0045045045045045,0.108108108108108,0.126126126126126,0.418918918918919,0.0900900900900901,0.0675675675675676,1,1,0.00900900900900901,0.427927927927928,1,0.0945945945945946,0.0855855855855856,0.036036036036036,0.806306306306306,0.657657657657658,0.441441441441441,0.459459459459459,0.355855855855856,0.247747747747748,0.711711711711712,0.644144144144144,0.36036036036036,0.0405405405405405,0.0585585585585586
"1116","ACEH JAYA",0.0307263250107009,44.5922225732728,1862,50,0.00581395348837209,0,0.0523255813953488,0.0174418604651163,0.151162790697674,0.0697674418604651,0.063953488372093,0,0.0813953488372093,0.406976744186047,0.27906976744186,0.0523255813953488,0.0581395348837209,1,1,0.0174418604651163,0.959302325581395,1,0.0988372093023256,0.11046511627907,0.0523255813953488,0.808139534883721,0.604651162790698,0.215116279069767,0.209302325581395,0.133720930232558,0.337209302325581,0.569767441860465,0.604651162790698,0.331395348837209,0.0465116279069767,0.0523255813953488
"1117","BENER MERIAH",0.00427801211054119,54.7028397376189,1905,15,0.0129310344827586,0.00431034482758621,0.0258620689655172,0.021551724137931,0.103448275862069,0.021551724137931,0.0517241379310345,0.00431034482758621,0.211206896551724,0.0775862068965517,0.78448275862069,0.0862068965517241,0.021551724137931,1,0.995689655172414,0.021551724137931,0.853448275862069,1,0.0646551724137931,0.125,0.0474137931034483,0.956896551724138,0.637931034482759,0.133620689655172,0.150862068965517,0.181034482758621,0.189655172413793,0.435344827586207,0.5,0.375,0.0129310344827586,0.0301724137931034
"1118","PIDIE JAYA",0.00502722965009115,49.4450599234335,1747,11,0.0045045045045045,0,0.0225225225225225,0.0315315315315315,0.0720720720720721,0.036036036036036,0.0990990990990991,0.00900900900900901,0.144144144144144,0.490990990990991,0.247747747747748,0.0720720720720721,0.0630630630630631,1,0.990990990990991,0.175675675675676,0.657657657657658,1,0.0675675675675676,0.126126126126126,0.0855855855855856,0.905405405405405,0.869369369369369,0.328828828828829,0.369369369369369,0.27027027027027,0.288288288288288,0.621621621621622,0.63963963963964,0.40990990990991,0.0315315315315315,0.0405405405405405
"1171","BANDA ACEH",0.0357195465373492,27.8488746067186,2284,86,0.122222222222222,0.0222222222222222,0,0.122222222222222,0.255555555555556,0.444444444444444,0.644444444444444,0.0555555555555556,0.355555555555556,0.0555555555555556,0.222222222222222,0.633333333333333,0.277777777777778,1,1,0,1,1,0.7,0.788888888888889,0.444444444444444,0.866666666666667,0.922222222222222,0.488888888888889,0.155555555555556,0.2,0.388888888888889,0.7,0.644444444444444,0.622222222222222,0.0333333333333333,0.0444444444444444
"1172","SABANG",0.0118537042391291,58.3441248052289,1705,25,0.0555555555555556,0,0.277777777777778,0.0555555555555556,0.777777777777778,0.166666666666667,0.277777777777778,0,0.444444444444444,0.277777777777778,0.0555555555555556,0.5,0.111111111111111,1,1,0,1,1,0.444444444444444,0.444444444444444,0.166666666666667,0.833333333333333,0.944444444444444,0.833333333333333,0.444444444444444,0.5,0.5,0.777777777777778,0.777777777777778,0.277777777777778,0,0.111111111111111
"1173","LANGSA",0.112609802600482,18.4050359787967,2057,206,0.0454545454545455,0,0.0606060606060606,0.0303030303030303,0.106060606060606,0.196969696969697,0.333333333333333,0,0.590909090909091,0.848484848484849,0,0.303030303030303,0.106060606060606,1,0.984848484848485,0.196969696969697,0.757575757575758,1,0.333333333333333,0.363636363636364,0.196969696969697,0.954545454545455,0.939393939393939,0.454545454545455,0.348484848484849,0.333333333333333,0.606060606060606,0.757575757575758,0.818181818181818,0.606060606060606,0.0151515151515152,0.0909090909090909
"1174","LHOKSEUMAWE",0.139356391161129,15.8741587763345,2194,285,0.117647058823529,0,0,0.102941176470588,0.352941176470588,0.485294117647059,0.264705882352941,0,0.573529411764706,0.661764705882353,0.0147058823529412,0.279411764705882,0.264705882352941,1,1,0,0.823529411764706,1,0.397058823529412,0.411764705882353,0.205882352941176,0.897058823529412,0.955882352941177,0.485294117647059,0.441176470588235,0.426470588235294,0.544117647058823,0.764705882352941,0.75,0.735294117647059,0.0441176470588235,0.264705882352941
"1175","SUBULUSSALAM",0.0279899351006498,36.1216915181203,2221,45,0.0121951219512195,0,0.0121951219512195,0.0609756097560976,0,0.0365853658536585,0.109756097560976,0.0121951219512195,0.158536585365854,0.890243902439024,0.0121951219512195,0.134146341463415,0.0975609756097561,1,1,0.0487804878048781,0.768292682926829,1,0.109756097560976,0.121951219512195,0.0731707317073171,0.890243902439024,0.609756097560976,0.280487804878049,0.48780487804878,0.292682926829268,0.231707317073171,0.585365853658537,0.5,0.317073170731707,0.0121951219512195,0.024390243902439
"1201","NIAS",0.00306044848926939,95.980363050311,2449,5,0,0,0.0352941176470588,0.0352941176470588,0.152941176470588,0.00588235294117647,0.0117647058823529,0,0.0235294117647059,0.252941176470588,0,0.0176470588235294,0.0235294117647059,1,0.988235294117647,0.241176470588235,0.0882352941176471,1,0.0176470588235294,0.0235294117647059,0.00588235294117647,0.588235294117647,0.517647058823529,0.411764705882353,0.523529411764706,0.570588235294118,0.335294117647059,0.576470588235294,0.376470588235294,0.358823529411765,0.00588235294117647,0.0588235294117647
"1202","MANDAILING NATAL",0.0229934745507384,37.8866197300146,2631,49,0.00491400491400491,0,0.0122850122850123,0.058968058968059,0.135135135135135,0.0343980343980344,0.113022113022113,0,0.611793611793612,0.312039312039312,0.14987714987715,0.0663390663390663,0.0909090909090909,0.995085995085995,0.98034398034398,0.0933660933660934,0.530712530712531,0.977886977886978,0.0687960687960688,0.0982800982800983,0.0368550368550369,0.899262899262899,0.395577395577396,0.250614250614251,0.206388206388206,0.297297297297297,0.319410319410319,0.366093366093366,0.393120393120393,0.26044226044226,0.00982800982800983,0.0368550368550369
"1203","TAPANULI SELATAN",0.0332842187195045,37.1151716581811,2175,48,0.0120967741935484,0,0.0241935483870968,0.0524193548387097,0.213709677419355,0.032258064516129,0.0443548387096774,0,0.657258064516129,0.153225806451613,0.112903225806452,0.0403225806451613,0.0806451612903226,0.995967741935484,0.979838709677419,0.0766129032258065,0.653225806451613,0.967741935483871,0.0483870967741935,0.092741935483871,0.0201612903225806,0.935483870967742,0.415322580645161,0.254032258064516,0.245967741935484,0.358870967741935,0.395161290322581,0.459677419354839,0.5,0.245967741935484,0.00806451612903226,0.0443548387096774
